role,feature,mean_day1,mean_day2,std_mean_diff,n_day1,n_day2,abs_std_mean_diff
SEER,Sus_recepient_id_Sus,1.2076923076923076,1.0357142857142858,-0.11338414158584113,130,28,0.11338414158584113
SEER,Sus_recepient_id_Req(CO),0.0,0.0,,130,28,
SEER,Agr_id_Mt,4.906976744186046,2.142857142857143,-0.4610199916503636,43,7,0.4610199916503636
SEER,Fact_recepient_id_Pers,2.129032258064516,0.4444444444444444,-0.8247530494924659,31,9,0.8247530494924659
SEER,day1_vote_id_ReqDiscuss,2.764423076923077,0.6682692307692307,-0.6957767952101034,208,208,0.6957767952101034
SEER,Vote_recepient_id_calm,1.0222222222222221,0.7,-0.12264384691012484,90,20,0.12264384691012484
SEER,Est_id_difficult,0.13513513513513514,0.26666666666666666,0.25656445860787497,74,15,0.25656445860787497
SEER,Est_id_Fact,0.13513513513513514,0.13333333333333333,-0.00467505010133405,74,15,0.00467505010133405
SEER,day1_vote_id_Vote,0.5384615384615384,0.12980769230769232,-0.5468567624469998,208,208,0.5468567624469998
SEER,day1_vote_id_contradiction,0.07211538461538461,0.02403846153846154,-0.1964390540742344,208,208,0.1964390540742344
SEER,Est_id_Req(T),1.0675675675675675,0.8,-0.21767181758277326,74,15,0.21767181758277326
SEER,Est_id_Wait,0.3108108108108108,0.06666666666666667,-0.36669934623543204,74,15,0.36669934623543204
SEER,Vote_recepient_id_Req(V),0.25555555555555554,0.15,-0.19707026399900057,90,20,0.19707026399900057
SEER,Fact_recepient_id_Req(T),0.967741935483871,0.8888888888888888,-0.06555888372036178,31,9,0.06555888372036178
SEER,Agr_id_Wait,0.37209302325581395,0.8571428571428571,0.4057431821085913,43,7,0.4057431821085913
SEER,Fact_recepient_id_Req(CO),0.03225806451612903,0.0,-0.25400025400038095,31,9,0.25400025400038095
SEER,Est_id_calm,2.0,1.2,-0.2596800119503626,74,15,0.2596800119503626
SEER,Tally,0.0,0.0,,225,225,
SEER,Req(T),0.9866666666666667,0.17333333333333334,-0.5852606472084056,225,225,0.5852606472084056
SEER,Sus_recepient_id_ReqDiscuss,2.8692307692307693,1.1428571428571428,-0.6610129390641644,130,28,0.6610129390641644
SEER,Vote_recepient_id_Pers,1.0444444444444445,1.15,0.05069645891557284,90,20,0.05069645891557284
SEER,Dis_id_XOR,0.0,0.0,,75,16,
SEER,Sus_recepient_id_Admiration,0.0,0.0,,130,28,
SEER,Vote_recepient_id_ReqDiscuss,1.8777777777777778,1.55,-0.14874871094062103,90,20,0.14874871094062103
SEER,Agr_id_Pers,1.372093023255814,0.42857142857142855,-0.5468662069602948,43,7,0.5468662069602948
VILLAGER,Fact_recepient_id_XOR,0.0,0.0,,42,20,
VILLAGER,Dis_id_Req(V),0.42962962962962964,0.6428571428571429,0.19413218634542456,135,56,0.19413218634542456
VILLAGER,day1_vote_id_Req(T),1.032036613272311,0.32036613272311215,-0.48903393086377644,437,437,0.48903393086377644
VILLAGER,Vote_recepient_id_XOR,0.0,0.0,,137,56,
VILLAGER,Exe,0.006666666666666667,0.08,0.25191107780880073,450,450,0.25191107780880073
VILLAGER,Sus,1.468888888888889,0.6933333333333334,-0.48825378606853154,450,450,0.48825378606853154
VILLAGER,Vote_recepient_id_difficult,0.08029197080291971,0.16071428571428573,0.17800349806054924,137,56,0.17800349806054924
VILLAGER,Vote_recepient_id_ReqListen,0.11678832116788321,0.10714285714285714,-0.023372569034746223,137,56,0.023372569034746223
VILLAGER,Sus_recepient_id_Req(T),0.9104477611940298,1.238938053097345,0.22877414501845658,268,113,0.22877414501845658
VILLAGER,Est_id_Req(CO),0.01818181818181818,0.0,-0.19157331938539013,110,59,0.19157331938539013
VILLAGER,Dis_id_Mt,1.5037037037037038,2.2857142857142856,0.3130173836247158,135,56,0.3130173836247158
VILLAGER,calm,1.3688888888888888,0.5311111111111111,-0.3673415261268436,450,450,0.3673415261268436
VILLAGER,Est_id_Req(V),0.10909090909090909,0.3728813559322034,0.35585610954752833,110,59,0.35585610954752833
VILLAGER,Fact_recepient_id_Wait,0.38095238095238093,0.2,-0.2176012883986814,42,20,0.2176012883986814
VILLAGER,Pers,1.1155555555555556,0.4711111111111111,-0.22331997294046968,450,450,0.22331997294046968
VILLAGER,Fact_recepient_id_contradiction,0.21428571428571427,0.1,-0.2513285300448534,42,20,0.2513285300448534
VILLAGER,Est_id_ReqListen,0.4727272727272727,0.2542372881355932,-0.22966398041704753,110,59,0.22966398041704753
VILLAGER,Req(CO),0.024444444444444446,0.024444444444444446,0.0,450,450,0.0
VILLAGER,Fact_recepient_id_Req(V),0.09523809523809523,0.35,0.3678470382369072,42,20,0.3678470382369072
VILLAGER,day1_vote_id_difficult,0.17620137299771166,0.041189931350114416,-0.3291750958963252,437,437,0.3291750958963252
VILLAGER,Sus_recepient_id_IF,0.05970149253731343,0.008849557522123894,-0.21669468621115057,268,113,0.21669468621115057
VILLAGER,Wait,0.23555555555555555,0.06888888888888889,-0.31721414708412093,450,450,0.31721414708412093
VILLAGER,Sus_recepient_id_Vote,0.5895522388059702,0.672566371681416,0.0791973708867565,268,113,0.0791973708867565
VILLAGER,Est_id_Pers,1.5,1.728813559322034,0.06110778140662392,110,59,0.06110778140662392
VILLAGER,Sus_recepient_id_calm,1.3955223880597014,1.0353982300884956,-0.14123986342511322,268,113,0.14123986342511322
VILLAGER,contradiction,0.10666666666666667,0.011111111111111112,-0.3332683078764527,450,450,0.3332683078764527
VILLAGER,Req(V),0.14,0.09333333333333334,-0.1003351853055436,450,450,0.1003351853055436
VILLAGER,Vote_recepient_id_Wait,0.13138686131386862,0.07142857142857142,-0.15477474747016592,137,56,0.15477474747016592
VILLAGER,Sus_recepient_id_contradiction,0.07462686567164178,0.05309734513274336,-0.07861317006134518,268,113,0.07861317006134518
VILLAGER,Est_id_Sus,1.209090909090909,0.8135593220338984,-0.31679203988171006,110,59,0.31679203988171006
VILLAGER,Est_id_Mt,2.381818181818182,2.8983050847457625,0.13713069090388633,110,59,0.13713069090388633
VILLAGER,Agr_id_ReqDiscuss,2.7246376811594204,1.5813953488372092,-0.3757912072896253,138,43,0.3757912072896253
VILLAGER,confused,0.17333333333333334,0.057777777777777775,-0.23617406982394826,450,450,0.23617406982394826
VILLAGER,Dis_id_ReqDiscuss,1.9185185185185185,1.6607142857142858,-0.09465369426378892,135,56,0.09465369426378892
VILLAGER,Sus_recepient_id_ReqListen,0.4291044776119403,0.3008849557522124,-0.08885744742868978,268,113,0.08885744742868978
VILLAGER,Dis_id_Fact,0.15555555555555556,0.35714285714285715,0.3055436688221824,135,56,0.3055436688221824
VILLAGER,Dis_id_confused,0.06666666666666667,0.05357142857142857,-0.039592879551989396,135,56,0.039592879551989396
VILLAGER,Vote_recepient_id_Mt,1.8905109489051095,2.357142857142857,0.15603656638251076,137,56,0.15603656638251076
VILLAGER,Agr_id_Fact,0.2246376811594203,0.18604651162790697,-0.07018144156658683,138,43,0.07018144156658683
VILLAGER,Sus_recepient_id_difficult,0.1828358208955224,0.168141592920354,-0.025561258770141343,268,113,0.025561258770141343
VILLAGER,day1_vote_id_ReqListen,0.37528604118993136,0.034324942791762014,-0.2912663736071486,437,437,0.2912663736071486
VILLAGER,Vote_recepient_id_Admiration,0.0,0.0,,137,56,
VILLAGER,Fact_recepient_id_confused,0.19047619047619047,0.0,-0.5924439502061789,42,20,0.5924439502061789
VILLAGER,day1_vote_id_Req(CO),0.02745995423340961,0.0,-0.18283130814514234,437,437,0.18283130814514234
VILLAGER,Agr_id_IF,0.028985507246376812,0.046511627906976744,0.0912651711052029,138,43,0.0912651711052029
VILLAGER,day1_vote_id_calm,1.3180778032036613,0.2974828375286041,-0.47734984292521704,437,437,0.47734984292521704
VILLAGER,Vote_recepient_id_IF,0.058394160583941604,0.05357142857142857,-0.017544191443223583,137,56,0.017544191443223583
VILLAGER,IF,0.06888888888888889,0.022222222222222223,-0.15973897929430816,450,450,0.15973897929430816
VILLAGER,Dis_id_Vote,0.8222222222222222,0.5178571428571429,-0.30225076756308683,135,56,0.30225076756308683
VILLAGER,Vote_recepient_id_Req(CO),0.0072992700729927005,0.0,-0.12082441866603541,137,56,0.12082441866603541
VILLAGER,Est_id_confused,0.24545454545454545,0.1694915254237288,-0.1108949990137546,110,59,0.1108949990137546
VILLAGER,Fact_recepient_id_difficult,0.38095238095238093,0.0,-0.8649958670503907,42,20,0.8649958670503907
VILLAGER,day1_vote_id_Mt,2.6247139588100685,0.6773455377574371,-0.5516103085270032,437,437,0.5516103085270032
VILLAGER,Agr_id_Req(V),0.26811594202898553,0.4418604651162791,0.20259021972317762,138,43,0.20259021972317762
VILLAGER,day1_vote_id_XOR,0.0,0.0,,437,437,
VILLAGER,day1_vote_id_IF,0.05034324942791762,0.004576659038901602,-0.22882214352100996,437,437,0.22882214352100996
VILLAGER,Fact_recepient_id_IF,0.07142857142857142,0.05,-0.08824087963156026,42,20,0.08824087963156026
VILLAGER,Sus_recepient_id_confused,0.14925373134328357,0.05309734513274336,-0.2430599038896643,268,113,0.2430599038896643
VILLAGER,ReqListen,0.2866666666666667,0.14,-0.12729021831781717,450,450,0.12729021831781717
VILLAGER,Vote_recepient_id_Fact,0.17518248175182483,0.30357142857142855,0.19363450444324704,137,56,0.19363450444324704
VILLAGER,Dis_id_contradiction,0.05925925925925926,0.03571428571428571,-0.11024217969556264,135,56,0.11024217969556264
VILLAGER,Est_id_Vote,0.39090909090909093,0.559322033898305,0.18433390625681143,110,59,0.18433390625681143
VILLAGER,Vote_recepient_id_confused,0.072992700729927,0.017857142857142856,-0.18679036590266185,137,56,0.18679036590266185
VILLAGER,day1_vote_id_Admiration,0.002288329519450801,0.0,-0.06765100914917384,437,437,0.06765100914917384
VILLAGER,Vote_recepient_id_Req(T),0.7664233576642335,0.9821428571428571,0.18351854453081795,137,56,0.18351854453081795
VILLAGER,Vote_recepient_id_Vote,0.7956204379562044,0.75,-0.03738642168595803,137,56,0.03738642168595803
VILLAGER,Fact_recepient_id_ReqDiscuss,3.142857142857143,0.8,-0.8409381350206365,42,20,0.8409381350206365
VILLAGER,day1_vote_id_Fact,0.17848970251716248,0.05034324942791762,-0.2752758496112508,437,437,0.2752758496112508
VILLAGER,Dis_id_Req(T),0.7481481481481481,1.0,0.17976779425316192,135,56,0.17976779425316192
VILLAGER,Dis_id_difficult,0.11851851851851852,0.07142857142857142,-0.11891529011110828,135,56,0.11891529011110828
VILLAGER,difficult,0.25333333333333335,0.06222222222222222,-0.35978234187940755,450,450,0.35978234187940755
VILLAGER,Vote_recepient_id_Sus,1.1605839416058394,1.8214285714285714,0.4326728947100461,137,56,0.4326728947100461
VILLAGER,Agr_id_Admiration,0.007246376811594203,0.0,-0.12038585308576918,138,43,0.12038585308576918
VILLAGER,Fact_recepient_id_Sus,1.4523809523809523,0.9,-0.3157086115100218,42,20,0.3157086115100218
VILLAGER,day1_vote_id_Wait,0.2425629290617849,0.034324942791762014,-0.3898667328450559,437,437,0.3898667328450559
VILLAGER,Est_id_ReqDiscuss,2.981818181818182,1.8983050847457628,-0.3387459291519952,110,59,0.3387459291519952
VILLAGER,Fact,0.13777777777777778,0.08,-0.13029596870511717,450,450,0.13029596870511717
VILLAGER,day1_vote_id_Pers,1.1647597254004576,0.2654462242562929,-0.5122802350964782,437,437,0.5122802350964782
VILLAGER,Fact_recepient_id_ReqListen,0.30952380952380953,0.15,-0.3046812044749892,42,20,0.3046812044749892
VILLAGER,Agr_id_ReqListen,0.2898550724637681,0.18604651162790697,-0.12851034730133384,138,43,0.12851034730133384
VILLAGER,Mt,2.8444444444444446,1.2733333333333334,-0.4124437018767373,450,450,0.4124437018767373
VILLAGER,Dis_id_Sus,1.2740740740740741,1.5178571428571428,0.1499586154069307,135,56,0.1499586154069307
VILLAGER,ReqDiscuss,3.111111111111111,0.9733333333333334,-0.6514554100805677,450,450,0.6514554100805677
VILLAGER,day1_vote_id_Sus,1.205949656750572,0.30205949656750575,-0.7838287141518359,437,437,0.7838287141518359
VILLAGER,Agr_id_XOR,0.0,0.0,,138,43,
VILLAGER,Sus_recepient_id_XOR,0.0,0.0,,268,113,
VILLAGER,Dis_id_Wait,0.1111111111111111,0.125,0.03243895654824533,135,56,0.03243895654824533
VILLAGER,Dis_id_IF,0.05925925925925926,0.017857142857142856,-0.16987716584991688,135,56,0.16987716584991688
VILLAGER,Fact_recepient_id_Fact,0.2857142857142857,0.2,-0.16626728168415233,42,20,0.16626728168415233
VILLAGER,Agr_id_calm,1.2173913043478262,1.627906976744186,0.13876346384935598,138,43,0.13876346384935598
VILLAGER,Fact_recepient_id_calm,1.8571428571428572,0.55,-0.5658960466642746,42,20,0.5658960466642746
VILLAGER,Atk,0.0,0.0,,450,450,
VILLAGER,Sus_recepient_id_Fact,0.2126865671641791,0.23008849557522124,0.026715138937836832,268,113,0.026715138937836832
VILLAGER,Est_id_Admiration,0.0,0.0,,110,59,
VILLAGER,day1_vote_id_Req(V),0.20823798627002288,0.057208237986270026,-0.2845697655951761,437,437,0.2845697655951761
VILLAGER,Agr_id_difficult,0.18115942028985507,0.13953488372093023,-0.07544387803562498,138,43,0.07544387803562498
VILLAGER,Fact_recepient_id_Mt,4.738095238095238,2.2,-0.5685080640155592,42,20,0.5685080640155592
VILLAGER,Agr_id_Req(CO),0.0,0.06976744186046512,0.21566554640687688,138,43,0.21566554640687688
VILLAGER,Dis_id_Pers,1.1037037037037036,1.3571428571428572,0.10044449166441431,135,56,0.10044449166441431
VILLAGER,Est_id_XOR,0.0,0.0,,110,59,
VILLAGER,Sus_recepient_id_Req(V),0.16044776119402984,0.4247787610619469,0.32172181644706316,268,113,0.32172181644706316
VILLAGER,Agr_id_Vote,0.7391304347826086,0.7674418604651163,0.02548247754207986,138,43,0.02548247754207986
VILLAGER,Agr_id_confused,0.057971014492753624,0.11627906976744186,0.14001104451587953,138,43,0.14001104451587953
VILLAGER,Fact_recepient_id_Admiration,0.0,0.0,,42,20,
VILLAGER,Agr_id_contradiction,0.07971014492753623,0.0,-0.4146963570901224,138,43,0.4146963570901224
VILLAGER,Vote,0.48444444444444446,0.1711111111111111,-0.4258242033845673,450,450,0.4258242033845673
VILLAGER,Admiration,0.008888888888888889,0.0,-0.10906882814561845,450,450,0.10906882814561845
VILLAGER,Est_id_contradiction,0.07272727272727272,0.05084745762711865,-0.0788883068748287,110,59,0.0788883068748287
VILLAGER,Est_id_IF,0.0,0.0,,110,59,
VILLAGER,XOR,0.0,0.0,,450,450,
VILLAGER,Vote_recepient_id_contradiction,0.058394160583941604,0.017857142857142856,-0.1789251869614181,137,56,0.1789251869614181
VILLAGER,Dis_id_ReqListen,0.14074074074074075,0.10714285714285714,-0.08268366717050041,135,56,0.08268366717050041
VILLAGER,Sus_recepient_id_Mt,2.503731343283582,2.725663716814159,0.05881348130243522,268,113,0.05881348130243522
VILLAGER,Agr_id_Req(T),1.1231884057971016,1.4883720930232558,0.2051029913797097,138,43,0.2051029913797097
VILLAGER,Fact_recepient_id_Vote,0.2857142857142857,0.25,-0.060076520977508756,42,20,0.060076520977508756
VILLAGER,Sus_recepient_id_Wait,0.24253731343283583,0.1415929203539823,-0.17916429658365052,268,113,0.17916429658365052
VILLAGER,Agr_id_Sus,1.5797101449275361,1.697674418604651,0.0723788555936289,138,43,0.0723788555936289
VILLAGER,Dis_id_calm,0.8444444444444444,0.7321428571428571,-0.06091931952820206,135,56,0.06091931952820206
VILLAGER,day1_vote_id_confused,0.13501144164759726,0.029748283752860413,-0.264941700679926,437,437,0.264941700679926
VILLAGER,Dis_id_Admiration,0.0,0.0,,135,56,
VILLAGER,Sus_recepient_id_Pers,1.373134328358209,1.3539823008849559,-0.007624868661432924,268,113,0.007624868661432924
VILLAGER,Dis_id_Req(CO),0.014814814814814815,0.07142857142857142,0.14607422948500293,135,56,0.14607422948500293
VILLAGER,Sus_recepient_id_Sus,1.1977611940298507,1.3185840707964602,0.08062775459417525,268,113,0.08062775459417525
VILLAGER,Sus_recepient_id_Req(CO),0.022388059701492536,0.0,-0.18446720972248654,268,113,0.18446720972248654
VILLAGER,Agr_id_Mt,2.5,4.093023255813954,0.3194172604274962,138,43,0.3194172604274962
VILLAGER,Fact_recepient_id_Pers,1.6428571428571428,1.15,-0.19296453154675855,42,20,0.19296453154675855
VILLAGER,day1_vote_id_ReqDiscuss,2.645308924485126,0.4233409610983982,-0.8327133543459221,437,437,0.8327133543459221
VILLAGER,Vote_recepient_id_calm,0.7007299270072993,0.7678571428571429,0.03523949216119037,137,56,0.03523949216119037
VILLAGER,Est_id_difficult,0.21818181818181817,0.1016949152542373,-0.2217278092918271,110,59,0.2217278092918271
VILLAGER,Est_id_Fact,0.20909090909090908,0.1864406779661017,-0.038472677776155685,110,59,0.038472677776155685
VILLAGER,day1_vote_id_Vote,0.5469107551487414,0.12128146453089245,-0.5560817280698397,437,437,0.5560817280698397
VILLAGER,day1_vote_id_contradiction,0.07780320366132723,0.018306636155606407,-0.22098526245968442,437,437,0.22098526245968442
VILLAGER,Est_id_Req(T),1.1090909090909091,1.5593220338983051,0.27360793805046996,110,59,0.27360793805046996
VILLAGER,Est_id_Wait,0.37272727272727274,0.22033898305084745,-0.19959391713796695,110,59,0.19959391713796695
VILLAGER,Vote_recepient_id_Req(V),0.24087591240875914,0.5892857142857143,0.3389242501913581,137,56,0.3389242501913581
VILLAGER,Fact_recepient_id_Req(T),0.9523809523809523,0.9,-0.0400581402863334,42,20,0.0400581402863334
VILLAGER,Agr_id_Wait,0.17391304347826086,0.11627906976744186,-0.10547489494706797,138,43,0.10547489494706797
VILLAGER,Fact_recepient_id_Req(CO),0.047619047619047616,0.0,-0.2182178902359924,42,20,0.2182178902359924
VILLAGER,Est_id_calm,1.5818181818181818,1.2542372881355932,-0.09846765066927854,110,59,0.09846765066927854
VILLAGER,Tally,0.0,0.0,,450,450,
VILLAGER,Req(T),1.2577777777777779,0.7311111111111112,-0.2967502764489205,450,450,0.2967502764489205
VILLAGER,Sus_recepient_id_ReqDiscuss,2.779850746268657,1.6460176991150441,-0.39382731386367836,268,113,0.39382731386367836
VILLAGER,Vote_recepient_id_Pers,0.7664233576642335,0.8035714285714286,0.02485970740534007,137,56,0.02485970740534007
VILLAGER,Dis_id_XOR,0.0,0.0,,135,56,
VILLAGER,Sus_recepient_id_Admiration,0.0,0.0,,268,113,
VILLAGER,Vote_recepient_id_ReqDiscuss,1.7372262773722629,1.25,-0.23739151812721312,137,56,0.23739151812721312
VILLAGER,Agr_id_Pers,1.3623188405797102,1.186046511627907,-0.08698244058980321,138,43,0.08698244058980321
WEREWOLF,Fact_recepient_id_XOR,0.0,0.0,,19,17,
WEREWOLF,Dis_id_Req(V),0.5301204819277109,0.543859649122807,0.01379236384860754,83,57,0.01379236384860754
WEREWOLF,day1_vote_id_Req(T),1.2135922330097086,0.3155339805825243,-0.43554822935093884,206,206,0.43554822935093884
WEREWOLF,Vote_recepient_id_XOR,0.0,0.0,,75,51,
WEREWOLF,Exe,0.013333333333333334,0.14222222222222222,0.32983612414632335,225,225,0.32983612414632335
WEREWOLF,Sus,1.3155555555555556,1.0844444444444445,-0.14564882785109987,225,225,0.14564882785109987
WEREWOLF,Vote_recepient_id_difficult,0.12,0.0784313725490196,-0.08531439634443107,75,51,0.08531439634443107
WEREWOLF,Vote_recepient_id_ReqListen,0.08,0.1568627450980392,0.14390421538843184,75,51,0.14390421538843184
WEREWOLF,Sus_recepient_id_Req(T),0.8805970149253731,1.0224719101123596,0.10684653941587274,134,89,0.10684653941587274
WEREWOLF,Est_id_Req(CO),0.0,0.08333333333333333,0.2357022603955158,47,36,0.2357022603955158
WEREWOLF,Dis_id_Mt,2.072289156626506,2.2280701754385963,0.05068789738765799,83,57,0.05068789738765799
WEREWOLF,calm,1.551111111111111,0.8888888888888888,-0.21890563902313315,225,225,0.21890563902313315
WEREWOLF,Est_id_Req(V),0.0425531914893617,0.3055555555555556,0.5035457230905203,47,36,0.5035457230905203
WEREWOLF,Fact_recepient_id_Wait,0.42105263157894735,0.29411764705882354,-0.12026760517338868,19,17,0.12026760517338868
WEREWOLF,Pers,0.9955555555555555,0.6355555555555555,-0.19537142241228142,225,225,0.19537142241228142
WEREWOLF,Fact_recepient_id_contradiction,0.10526315789473684,0.0,-0.4721336852187802,19,17,0.4721336852187802
WEREWOLF,Est_id_ReqListen,0.6808510638297872,0.9166666666666666,0.1181375731020255,47,36,0.1181375731020255
WEREWOLF,Req(CO),0.03111111111111111,0.0,-0.2005397132871554,225,225,0.2005397132871554
WEREWOLF,Fact_recepient_id_Req(V),0.3684210526315789,0.4117647058823529,0.0584395445761125,19,17,0.0584395445761125
WEREWOLF,day1_vote_id_difficult,0.16019417475728157,0.009708737864077669,-0.4412185189528353,206,206,0.4412185189528353
WEREWOLF,Sus_recepient_id_IF,0.07462686567164178,0.07865168539325842,0.009994465113014507,134,89,0.009994465113014507
WEREWOLF,Wait,0.28444444444444444,0.057777777777777775,-0.4273314050713166,225,225,0.4273314050713166
WEREWOLF,Sus_recepient_id_Vote,0.5223880597014925,0.4943820224719101,-0.0288444660296889,134,89,0.0288444660296889
WEREWOLF,Est_id_Pers,1.851063829787234,2.1666666666666665,0.0714617119724586,47,36,0.0714617119724586
WEREWOLF,Sus_recepient_id_calm,0.9701492537313433,0.9550561797752809,-0.007562400864902698,134,89,0.007562400864902698
WEREWOLF,contradiction,0.1111111111111111,0.057777777777777775,-0.14059023518223113,225,225,0.14059023518223113
WEREWOLF,Req(V),0.13333333333333333,0.21777777777777776,0.12565539553480373,225,225,0.12565539553480373
WEREWOLF,Vote_recepient_id_Wait,0.18666666666666668,0.11764705882352941,-0.12229241571232043,75,51,0.12229241571232043
WEREWOLF,Sus_recepient_id_contradiction,0.09701492537313433,0.056179775280898875,-0.12610173064393493,134,89,0.12610173064393493
WEREWOLF,Est_id_Sus,1.4680851063829787,1.6944444444444444,0.09878557803199363,47,36,0.09878557803199363
WEREWOLF,Est_id_Mt,3.574468085106383,3.8333333333333335,0.038815006157893114,47,36,0.038815006157893114
WEREWOLF,Agr_id_ReqDiscuss,3.234375,3.1025641025641026,-0.030874114196486807,64,39,0.030874114196486807
WEREWOLF,confused,0.18222222222222223,0.07555555555555556,-0.2266285541748835,225,225,0.2266285541748835
WEREWOLF,Dis_id_ReqDiscuss,1.8313253012048192,1.631578947368421,-0.076021902975653,83,57,0.076021902975653
WEREWOLF,Sus_recepient_id_ReqListen,0.5074626865671642,0.29213483146067415,-0.12255978551019893,134,89,0.12255978551019893
WEREWOLF,Dis_id_Fact,0.13253012048192772,0.40350877192982454,0.3964189025060184,83,57,0.3964189025060184
WEREWOLF,Dis_id_confused,0.08433734939759036,0.14035087719298245,0.11489337015009385,83,57,0.11489337015009385
WEREWOLF,Vote_recepient_id_Mt,2.1866666666666665,2.5686274509803924,0.14445818789333256,75,51,0.14445818789333256
WEREWOLF,Agr_id_Fact,0.203125,0.3333333333333333,0.16640230117871105,64,39,0.16640230117871105
WEREWOLF,Sus_recepient_id_difficult,0.14925373134328357,0.07865168539325842,-0.16649661224238427,134,89,0.16649661224238427
WEREWOLF,day1_vote_id_ReqListen,0.3737864077669903,0.043689320388349516,-0.4031858766114703,206,206,0.4031858766114703
WEREWOLF,Vote_recepient_id_Admiration,0.0,0.0,,75,51,
WEREWOLF,Fact_recepient_id_confused,0.3157894736842105,0.058823529411764705,-0.5093100266092871,19,17,0.5093100266092871
WEREWOLF,day1_vote_id_Req(CO),0.038834951456310676,0.014563106796116505,-0.0989976170256514,206,206,0.0989976170256514
WEREWOLF,Agr_id_IF,0.140625,0.07692307692307693,-0.17697217739745388,64,39,0.17697217739745388
WEREWOLF,day1_vote_id_calm,1.1699029126213591,0.18446601941747573,-0.6241457468308219,206,206,0.6241457468308219
WEREWOLF,Vote_recepient_id_IF,0.02666666666666667,0.0196078431372549,-0.0465879982810568,75,51,0.0465879982810568
WEREWOLF,IF,0.05333333333333334,0.04,-0.05152489509756246,225,225,0.05152489509756246
WEREWOLF,Dis_id_Vote,0.7108433734939759,0.5614035087719298,-0.15914272675930477,83,57,0.15914272675930477
WEREWOLF,Vote_recepient_id_Req(CO),0.05333333333333334,0.0,-0.2325165089636417,75,51,0.2325165089636417
WEREWOLF,Est_id_confused,0.19148936170212766,0.05555555555555555,-0.3093929984763573,47,36,0.3093929984763573
WEREWOLF,Fact_recepient_id_difficult,0.3157894736842105,0.0,-0.4721336852187802,19,17,0.4721336852187802
WEREWOLF,day1_vote_id_Mt,3.0728155339805827,0.5097087378640777,-0.6464487286279703,206,206,0.6464487286279703
WEREWOLF,Agr_id_Req(V),0.296875,0.5384615384615384,0.26617446744977696,64,39,0.26617446744977696
WEREWOLF,day1_vote_id_XOR,0.0,0.0,,206,206,
WEREWOLF,day1_vote_id_IF,0.05339805825242718,0.0,-0.26688761331710753,206,206,0.26688761331710753
WEREWOLF,Fact_recepient_id_IF,0.0,0.23529411764705882,0.34299717028501764,19,17,0.34299717028501764
WEREWOLF,Sus_recepient_id_confused,0.15671641791044777,0.11235955056179775,-0.08754749647288952,134,89,0.08754749647288952
WEREWOLF,ReqListen,0.37777777777777777,0.08888888888888889,-0.23963060942274678,225,225,0.23963060942274678
WEREWOLF,Vote_recepient_id_Fact,0.17333333333333334,0.17647058823529413,0.005649714544081096,75,51,0.005649714544081096
WEREWOLF,Dis_id_contradiction,0.0963855421686747,0.03508771929824561,-0.18474448062979737,83,57,0.18474448062979737
WEREWOLF,Est_id_Vote,0.19148936170212766,0.25,0.1160039762802479,47,36,0.1160039762802479
WEREWOLF,Vote_recepient_id_confused,0.12,0.11764705882352941,-0.004938586943081209,75,51,0.004938586943081209
WEREWOLF,day1_vote_id_Admiration,0.0048543689320388345,0.0,-0.09853292781642929,206,206,0.09853292781642929
WEREWOLF,Vote_recepient_id_Req(T),1.0,1.0392156862745099,0.02607793825611311,75,51,0.02607793825611311
WEREWOLF,Vote_recepient_id_Vote,0.6533333333333333,0.45098039215686275,-0.2085947322461005,75,51,0.2085947322461005
WEREWOLF,Fact_recepient_id_ReqDiscuss,3.526315789473684,1.0,-1.060649382351236,19,17,1.060649382351236
WEREWOLF,day1_vote_id_Fact,0.2621359223300971,0.04854368932038835,-0.3690187821616114,206,206,0.3690187821616114
WEREWOLF,Dis_id_Req(T),0.7349397590361446,0.9122807017543859,0.1604209799535508,83,57,0.1604209799535508
WEREWOLF,Dis_id_difficult,0.18072289156626506,0.07017543859649122,-0.23682204080613795,83,57,0.23682204080613795
WEREWOLF,difficult,0.2311111111111111,0.1288888888888889,-0.17710680075499127,225,225,0.17710680075499127
WEREWOLF,Vote_recepient_id_Sus,0.9066666666666666,1.2549019607843137,0.2794157137100482,75,51,0.2794157137100482
WEREWOLF,Agr_id_Admiration,0.0,0.0,,64,39,
WEREWOLF,Fact_recepient_id_Sus,1.894736842105263,0.8823529411764706,-0.5133269317107951,19,17,0.5133269317107951
WEREWOLF,day1_vote_id_Wait,0.2087378640776699,0.009708737864077669,-0.4396999063084458,206,206,0.4396999063084458
WEREWOLF,Est_id_ReqDiscuss,3.6808510638297873,3.4166666666666665,-0.05382414704471182,47,36,0.05382414704471182
WEREWOLF,Fact,0.12,0.10222222222222223,-0.044220183309696334,225,225,0.044220183309696334
WEREWOLF,day1_vote_id_Pers,1.5485436893203883,0.25728155339805825,-0.3975063600533326,206,206,0.3975063600533326
WEREWOLF,Fact_recepient_id_ReqListen,0.3684210526315789,0.058823529411764705,-0.5482518760851508,19,17,0.5482518760851508
WEREWOLF,Agr_id_ReqListen,0.28125,0.23076923076923078,-0.059214383646891335,64,39,0.059214383646891335
WEREWOLF,Mt,2.862222222222222,1.9066666666666667,-0.22822115039367297,225,225,0.22822115039367297
